Area,Consumption Segment,Country,Sector,data
National,All,"India, Nagaland",Clothing and Footwear,0.060138354
National,All,"India, Nagaland",Food and Beverages,0.485214825
National,All,"India, Nagaland",All Sectors,1
Rural,Higher,"India, Nagaland",Others,0
Rural,Higher,"India, Nagaland",Financial Services,0
Rural,Higher,"India, Nagaland",ICT,0
Rural,Higher,"India, Nagaland",Personal Care,0
Rural,Higher,"India, Nagaland",Health,0
Rural,Higher,"India, Nagaland",Education   ,0
Rural,Higher,"India, Nagaland",Water Utility,0
Rural,Higher,"India, Nagaland",Transport,0
Rural,Higher,"India, Nagaland",Energy,0
Rural,Higher,"India, Nagaland",Housing,0
Rural,Higher,"India, Nagaland",Clothing and Footwear,0
Rural,Higher,"India, Nagaland",Food and Beverages,0
Rural,Higher,"India, Nagaland",All Sectors,0
Rural,Middle,"India, Nagaland",Others,0.171830298
Rural,Middle,"India, Nagaland",Financial Services,0.002642329
Rural,Middle,"India, Nagaland",ICT,0.12668006
Rural,Middle,"India, Nagaland",Personal Care,0.029230938
Rural,Middle,"India, Nagaland",Health,0.055708701
Rural,Middle,"India, Nagaland",Education   ,0
Rural,Middle,"India, Nagaland",Water Utility,0
Rural,Middle,"India, Nagaland",Transport,0.172086467
Rural,Middle,"India, Nagaland",Energy,0.045031199
Rural,Middle,"India, Nagaland",Housing,0.167126104
Rural,Middle,"India, Nagaland",Clothing and Footwear,0.028235917
Rural,Middle,"India, Nagaland",Food and Beverages,0.201427988
Rural,Middle,"India, Nagaland",All Sectors,1
Rural,Low,"India, Nagaland",Others,0.142225294
Rural,Low,"India, Nagaland",Financial Services,0.001230645
Rural,Low,"India, Nagaland",ICT,0.076508899
Rural,Low,"India, Nagaland",Personal Care,0.02879164
Rural,Low,"India, Nagaland",Health,0.015774151
Rural,Low,"India, Nagaland",Education   ,0.063896156
Rural,Low,"India, Nagaland",Water Utility,0.000916121
Rural,Low,"India, Nagaland",Transport,0.099072991
Rural,Low,"India, Nagaland",Energy,0.059061775
Rural,Low,"India, Nagaland",Housing,0.028924898
Rural,Low,"India, Nagaland",Clothing and Footwear,0.06243555
Rural,Low,"India, Nagaland",Food and Beverages,0.42116188
Rural,Low,"India, Nagaland",All Sectors,1
Rural,Lowest,"India, Nagaland",Others,0.111481883
Rural,Lowest,"India, Nagaland",Financial Services,0.000993493
Rural,Lowest,"India, Nagaland",ICT,0.046808114
Rural,Lowest,"India, Nagaland",Personal Care,0.033671898
Rural,Lowest,"India, Nagaland",Health,0.008624677
Rural,Lowest,"India, Nagaland",Education   ,0.036488415
Rural,Lowest,"India, Nagaland",Water Utility,0.00129883
Rural,Lowest,"India, Nagaland",Transport,0.028530797
Rural,Lowest,"India, Nagaland",Energy,0.092001877
Rural,Lowest,"India, Nagaland",Housing,0.015414505
Rural,Lowest,"India, Nagaland",Clothing and Footwear,0.064893534
Rural,Lowest,"India, Nagaland",Food and Beverages,0.559791978
Rural,Lowest,"India, Nagaland",All Sectors,1
Rural,All,"India, Nagaland",Others,0.118120215
Rural,All,"India, Nagaland",Financial Services,0.001045449
Rural,All,"India, Nagaland",ICT,0.05323495
Rural,All,"India, Nagaland",Personal Care,0.032621367
Rural,All,"India, Nagaland",Health,0.010189332
Rural,All,"India, Nagaland",Education   ,0.042349413
Rural,All,"India, Nagaland",Water Utility,0.001215846
Rural,All,"India, Nagaland",Transport,0.043765974
Rural,All,"India, Nagaland",Energy,0.084900402
Rural,All,"India, Nagaland",Housing,0.018410897
Rural,All,"India, Nagaland",Clothing and Footwear,0.064342667
Rural,All,"India, Nagaland",Food and Beverages,0.529803488
Rural,All,"India, Nagaland",All Sectors,1
Urban,Higher,"India, Nagaland",Others,0
Urban,Higher,"India, Nagaland",Financial Services,0
Urban,Higher,"India, Nagaland",ICT,0
Urban,Higher,"India, Nagaland",Personal Care,0
Urban,Higher,"India, Nagaland",Health,0
Urban,Higher,"India, Nagaland",Education   ,0
Urban,Higher,"India, Nagaland",Water Utility,0
Urban,Higher,"India, Nagaland",Transport,0
Urban,Higher,"India, Nagaland",Energy,0
Urban,Higher,"India, Nagaland",Housing,0
Urban,Higher,"India, Nagaland",Clothing and Footwear,0
Urban,Higher,"India, Nagaland",Food and Beverages,0
Urban,Higher,"India, Nagaland",All Sectors,0
Urban,Middle,"India, Nagaland",Others,0.148075009
Urban,Middle,"India, Nagaland",Financial Services,0.002077832
Urban,Middle,"India, Nagaland",ICT,0.088096253
Urban,Middle,"India, Nagaland",Personal Care,0.020787225
Urban,Middle,"India, Nagaland",Health,0.013287347
Urban,Middle,"India, Nagaland",Education   ,0.006974825
Urban,Middle,"India, Nagaland",Water Utility,0
Urban,Middle,"India, Nagaland",Transport,0.193346593
Urban,Middle,"India, Nagaland",Energy,0.027236829
Urban,Middle,"India, Nagaland",Housing,0.186292365
Urban,Middle,"India, Nagaland",Clothing and Footwear,0.041628079
Urban,Middle,"India, Nagaland",Food and Beverages,0.272197644
Urban,Middle,"India, Nagaland",All Sectors,1
Urban,Low,"India, Nagaland",Others,0.12109654
Urban,Low,"India, Nagaland",Financial Services,0.001111426
Urban,Low,"India, Nagaland",ICT,0.059458539
Urban,Low,"India, Nagaland",Personal Care,0.026158097
Urban,Low,"India, Nagaland",Health,0.008490247
Urban,Low,"India, Nagaland",Education   ,0.050891636
Urban,Low,"India, Nagaland",Water Utility,0.002021151
Urban,Low,"India, Nagaland",Transport,0.062245188
Urban,Low,"India, Nagaland",Energy,0.05587106
Urban,Low,"India, Nagaland",Housing,0.186919464
Urban,Low,"India, Nagaland",Clothing and Footwear,0.052908756
Urban,Low,"India, Nagaland",Food and Beverages,0.372827896
Urban,Low,"India, Nagaland",All Sectors,1
Urban,Lowest,"India, Nagaland",Others,0.102925053
Urban,Lowest,"India, Nagaland",Financial Services,0.00085943
Urban,Lowest,"India, Nagaland",ICT,0.040067194
Urban,Lowest,"India, Nagaland",Personal Care,0.026305116
Urban,Lowest,"India, Nagaland",Health,0.004493633
Urban,Lowest,"India, Nagaland",Education   ,0.051260777
Urban,Lowest,"India, Nagaland",Water Utility,0.002321821
Urban,Lowest,"India, Nagaland",Transport,0.020686762
Urban,Lowest,"India, Nagaland",Energy,0.07484904
Urban,Lowest,"India, Nagaland",Housing,0.161747795
Urban,Lowest,"India, Nagaland",Clothing and Footwear,0.051875761
Urban,Lowest,"India, Nagaland",Food and Beverages,0.462607616
Urban,Lowest,"India, Nagaland",All Sectors,1
Urban,All,"India, Nagaland",Others,0.115089101
Urban,All,"India, Nagaland",Financial Services,0.001036588
Urban,All,"India, Nagaland",ICT,0.053045647
Urban,All,"India, Nagaland",Personal Care,0.026133002
Urban,All,"India, Nagaland",Health,0.007152723
Urban,All,"India, Nagaland",Education   ,0.050393355
Urban,All,"India, Nagaland",Water Utility,0.002098027
Urban,All,"India, Nagaland",Transport,0.049498768
Urban,All,"India, Nagaland",Energy,0.062138566
Urban,All,"India, Nagaland",Housing,0.178054282
Urban,All,"India, Nagaland",Clothing and Footwear,0.052383963
Urban,All,"India, Nagaland",Food and Beverages,0.402975977
Urban,All,"India, Nagaland",All Sectors,1
National,Higher,"India, Orissa",Others,0.188864201
National,Higher,"India, Orissa",Financial Services,0
National,Higher,"India, Orissa",ICT,0.140828891
National,Higher,"India, Orissa",Personal Care,0.01994871
National,Higher,"India, Orissa",Health,0.052643586
National,Higher,"India, Orissa",Education   ,0
National,Higher,"India, Orissa",Water Utility,0.0122789
National,Higher,"India, Orissa",Transport,0.059544255
National,Higher,"India, Orissa",Energy,0.096389365
National,Higher,"India, Orissa",Housing,0.306972493
National,Higher,"India, Orissa",Clothing and Footwear,0.007469926
National,Higher,"India, Orissa",Food and Beverages,0.115059673
National,Higher,"India, Orissa",All Sectors,1
National,Middle,"India, Orissa",Others,0.127648285
National,Middle,"India, Orissa",Financial Services,0.000315677
National,Middle,"India, Orissa",ICT,0.047556403
National,Middle,"India, Orissa",Personal Care,0.016590387
National,Middle,"India, Orissa",Health,0.027207655
National,Middle,"India, Orissa",Education   ,0.100458052
National,Middle,"India, Orissa",Water Utility,0.002225899
National,Middle,"India, Orissa",Transport,0.067320614
National,Middle,"India, Orissa",Energy,0.042679268
National,Middle,"India, Orissa",Housing,0.227244065
National,Middle,"India, Orissa",Clothing and Footwear,0.053544402
National,Middle,"India, Orissa",Food and Beverages,0.287209294
National,Middle,"India, Orissa",All Sectors,1
National,Low,"India, Orissa",Others,0.109877413
National,Low,"India, Orissa",Financial Services,0.00022263
National,Low,"India, Orissa",ICT,0.048883868
National,Low,"India, Orissa",Personal Care,0.02210296
National,Low,"India, Orissa",Health,0.046526353
National,Low,"India, Orissa",Education   ,0.054010282
National,Low,"India, Orissa",Water Utility,0.001845806
National,Low,"India, Orissa",Transport,0.075347803
National,Low,"India, Orissa",Energy,0.062315395
National,Low,"India, Orissa",Housing,0.169382972
National,Low,"India, Orissa",Clothing and Footwear,0.055653233
National,Low,"India, Orissa",Food and Beverages,0.353831284
National,Low,"India, Orissa",All Sectors,1
National,Lowest,"India, Orissa",Others,0.070659032
National,Lowest,"India, Orissa",Financial Services,0.000109895
National,Lowest,"India, Orissa",ICT,0.021060829
National,Lowest,"India, Orissa",Personal Care,0.025356139
National,Lowest,"India, Orissa",Health,0.040417656
National,Lowest,"India, Orissa",Education   ,0.016200056
National,Lowest,"India, Orissa",Water Utility,0.000300708
National,Lowest,"India, Orissa",Transport,0.028282418
National,Lowest,"India, Orissa",Energy,0.115278818
National,Lowest,"India, Orissa",Housing,0.044260439
National,Lowest,"India, Orissa",Clothing and Footwear,0.068849901
National,Lowest,"India, Orissa",Food and Beverages,0.569224109
National,Lowest,"India, Orissa",All Sectors,1
National,All,"India, Orissa",Others,0.077716933
National,All,"India, Orissa",Financial Services,0.000127649
National,All,"India, Orissa",ICT,0.026186659
National,All,"India, Orissa",Personal Care,0.024766776
National,All,"India, Orissa",Health,0.0413029
National,All,"India, Orissa",Education   ,0.02240672
National,All,"India, Orissa",Water Utility,0.000622905
National,All,"India, Orissa",Transport,0.035815414
National,All,"India, Orissa",Energy,0.10667892
National,All,"India, Orissa",Housing,0.066057955
National,All,"India, Orissa",Clothing and Footwear,0.066367876
National,All,"India, Orissa",Food and Beverages,0.53194929
National,All,"India, Orissa",All Sectors,1
Rural,Higher,"India, Orissa",Others,0
Rural,Higher,"India, Orissa",Financial Services,0
Rural,Higher,"India, Orissa",ICT,0
Rural,Higher,"India, Orissa",Personal Care,0
Rural,Higher,"India, Orissa",Health,0
Rural,Higher,"India, Orissa",Education   ,0
Rural,Higher,"India, Orissa",Water Utility,0
Rural,Higher,"India, Orissa",Transport,0
Rural,Higher,"India, Orissa",Energy,0
Rural,Higher,"India, Orissa",Housing,0
Rural,Higher,"India, Orissa",Clothing and Footwear,0
Rural,Higher,"India, Orissa",Food and Beverages,0
Rural,Higher,"India, Orissa",All Sectors,0
Rural,Middle,"India, Orissa",Others,0
Rural,Middle,"India, Orissa",Financial Services,0
Rural,Middle,"India, Orissa",ICT,0
Rural,Middle,"India, Orissa",Personal Care,0
Rural,Middle,"India, Orissa",Health,0
Rural,Middle,"India, Orissa",Education   ,0
Rural,Middle,"India, Orissa",Water Utility,0
Rural,Middle,"India, Orissa",Transport,0
Rural,Middle,"India, Orissa",Energy,0
Rural,Middle,"India, Orissa",Housing,0
Rural,Middle,"India, Orissa",Clothing and Footwear,0
Rural,Middle,"India, Orissa",Food and Beverages,0
Rural,Middle,"India, Orissa",All Sectors,0
Rural,Low,"India, Orissa",Others,0.137057663
Rural,Low,"India, Orissa",Financial Services,0.000529661
Rural,Low,"India, Orissa",ICT,0.056576567
Rural,Low,"India, Orissa",Personal Care,0.026831227
Rural,Low,"India, Orissa",Health,0.071662893
Rural,Low,"India, Orissa",Education   ,0.0247537
Rural,Low,"India, Orissa",Water Utility,0.000795756
Rural,Low,"India, Orissa",Transport,0.079690312
Rural,Low,"India, Orissa",Energy,0.084591889
Rural,Low,"India, Orissa",Housing,0.039013591
Rural,Low,"India, Orissa",Clothing and Footwear,0.053967193
Rural,Low,"India, Orissa",Food and Beverages,0.424529548
Rural,Low,"India, Orissa",All Sectors,1
Rural,Lowest,"India, Orissa",Others,0.071110316
Rural,Lowest,"India, Orissa",Financial Services,0.00010955
Rural,Lowest,"India, Orissa",ICT,0.020127187
Rural,Lowest,"India, Orissa",Personal Care,0.026117482
Rural,Lowest,"India, Orissa",Health,0.042172365
Rural,Lowest,"India, Orissa",Education   ,0.014255909
Rural,Lowest,"India, Orissa",Water Utility,0.000181448
Rural,Lowest,"India, Orissa",Transport,0.027145824
Rural,Lowest,"India, Orissa",Energy,0.119858075
Rural,Lowest,"India, Orissa",Housing,0.020586407
Rural,Lowest,"India, Orissa",Clothing and Footwear,0.070604966
Rural,Lowest,"India, Orissa",Food and Beverages,0.587730471
Rural,Lowest,"India, Orissa",All Sectors,1
Rural,All,"India, Orissa",Others,0.073875977
Rural,All,"India, Orissa",Financial Services,0.000127168
Rural,All,"India, Orissa",ICT,0.021655779
Rural,All,"India, Orissa",Personal Care,0.026147415
Rural,All,"India, Orissa",Health,0.043409122
Rural,All,"India, Orissa",Education   ,0.014696159
Rural,All,"India, Orissa",Water Utility,0.00020721
Rural,All,"India, Orissa",Transport,0.029349403
Rural,All,"India, Orissa",Energy,0.118379102
Rural,All,"India, Orissa",Housing,0.021359196
Rural,All,"India, Orissa",Clothing and Footwear,0.069907221
Rural,All,"India, Orissa",Food and Beverages,0.580886248
Rural,All,"India, Orissa",All Sectors,1
Urban,Higher,"India, Orissa",Others,0.188864201
Urban,Higher,"India, Orissa",Financial Services,0
Urban,Higher,"India, Orissa",ICT,0.140828891
Urban,Higher,"India, Orissa",Personal Care,0.01994871
Urban,Higher,"India, Orissa",Health,0.052643586
Urban,Higher,"India, Orissa",Education   ,0
Urban,Higher,"India, Orissa",Water Utility,0.0122789
Urban,Higher,"India, Orissa",Transport,0.059544255
Urban,Higher,"India, Orissa",Energy,0.096389365
Urban,Higher,"India, Orissa",Housing,0.306972493
Urban,Higher,"India, Orissa",Clothing and Footwear,0.007469926
Urban,Higher,"India, Orissa",Food and Beverages,0.115059673
Urban,Higher,"India, Orissa",All Sectors,1
Urban,Middle,"India, Orissa",Others,0.127648285
Urban,Middle,"India, Orissa",Financial Services,0.000315677
Urban,Middle,"India, Orissa",ICT,0.047556403
Urban,Middle,"India, Orissa",Personal Care,0.016590387
Urban,Middle,"India, Orissa",Health,0.027207655
Urban,Middle,"India, Orissa",Education   ,0.100458052
Urban,Middle,"India, Orissa",Water Utility,0.002225899
Urban,Middle,"India, Orissa",Transport,0.067320614
Urban,Middle,"India, Orissa",Energy,0.042679268
Urban,Middle,"India, Orissa",Housing,0.227244065
Urban,Middle,"India, Orissa",Clothing and Footwear,0.053544402
Urban,Middle,"India, Orissa",Food and Beverages,0.287209294
Urban,Middle,"India, Orissa",All Sectors,1
Urban,Low,"India, Orissa",Others,0.102827707
Urban,Low,"India, Orissa",Financial Services,0.000142996
Urban,Low,"India, Orissa",ICT,0.046888622
Urban,Low,"India, Orissa",Personal Care,0.020876595
Urban,Low,"India, Orissa",Health,0.040006722
Urban,Low,"India, Orissa",Education   ,0.061598524
Urban,Low,"India, Orissa",Water Utility,0.002118156
Urban,Low,"India, Orissa",Transport,0.074221492
Urban,Low,"India, Orissa",Energy,0.05653757
Urban,Low,"India, Orissa",Housing,0.203196711
Urban,Low,"India, Orissa",Clothing and Footwear,0.056090539
Urban,Low,"India, Orissa",Food and Beverages,0.335494367
Urban,Low,"India, Orissa",All Sectors,1
Urban,Lowest,"India, Orissa",Others,0.068297318
Urban,Lowest,"India, Orissa",Financial Services,0.000111702
Urban,Lowest,"India, Orissa",ICT,0.025946871
Urban,Lowest,"India, Orissa",Personal Care,0.02137179
Urban,Lowest,"India, Orissa",Health,0.03123471
Urban,Lowest,"India, Orissa",Education   ,0.026374386
Urban,Lowest,"India, Orissa",Water Utility,0.000924835
Urban,Lowest,"India, Orissa",Transport,0.034230574
Urban,Lowest,"India, Orissa",Energy,0.091314125
Urban,Lowest,"India, Orissa",Housing,0.168154113
Urban,Lowest,"India, Orissa",Clothing and Footwear,0.059665096
Urban,Lowest,"India, Orissa",Food and Beverages,0.472374479
Urban,Lowest,"India, Orissa",All Sectors,1
Urban,All,"India, Orissa",Others,0.088261908
Urban,All,"India, Orissa",Financial Services,0.000128969
Urban,All,"India, Orissa",ICT,0.038625752
Urban,All,"India, Orissa",Personal Care,0.020976368
Urban,All,"India, Orissa",Health,0.035520472
Urban,All,"India, Orissa",Education   ,0.043575317
Urban,All,"India, Orissa",Water Utility,0.001764157
Urban,All,"India, Orissa",Transport,0.053567221
Urban,All,"India, Orissa",Energy,0.074557203
Urban,All,"India, Orissa",Housing,0.188774072
Urban,All,"India, Orissa",Clothing and Footwear,0.056650949
Urban,All,"India, Orissa",Food and Beverages,0.397597612
Urban,All,"India, Orissa",All Sectors,1
National,Higher,"India, Pondicherry",Others,0
National,Higher,"India, Pondicherry",Financial Services,0
National,Higher,"India, Pondicherry",ICT,0
National,Higher,"India, Pondicherry",Personal Care,0
National,Higher,"India, Pondicherry",Health,0
National,Higher,"India, Pondicherry",Education   ,0
National,Higher,"India, Pondicherry",Water Utility,0
National,Higher,"India, Pondicherry",Transport,0
National,Higher,"India, Pondicherry",Energy,0
National,Higher,"India, Pondicherry",Housing,0
National,Higher,"India, Pondicherry",Clothing and Footwear,0
National,Higher,"India, Pondicherry",Food and Beverages,0
National,Higher,"India, Pondicherry",All Sectors,0
National,Middle,"India, Pondicherry",Others,0.087272916
National,Middle,"India, Pondicherry",Financial Services,0.000398944
National,Middle,"India, Pondicherry",ICT,0.065424679
National,Middle,"India, Pondicherry",Personal Care,0.015106777
National,Middle,"India, Pondicherry",Health,0.035632385
National,Middle,"India, Pondicherry",Education   ,0.077386477
National,Middle,"India, Pondicherry",Water Utility,0.00089179
National,Middle,"India, Pondicherry",Transport,0.09162141
National,Middle,"India, Pondicherry",Energy,0.038617094
National,Middle,"India, Pondicherry",Housing,0.30803608
National,Middle,"India, Pondicherry",Clothing and Footwear,0.036884266
National,Middle,"India, Pondicherry",Food and Beverages,0.242727182
National,Middle,"India, Pondicherry",All Sectors,1
National,Low,"India, Pondicherry",Others,0.089609954
National,Low,"India, Pondicherry",Financial Services,0.000461446
National,Low,"India, Pondicherry",ICT,0.042227118
National,Low,"India, Pondicherry",Personal Care,0.020777972
National,Low,"India, Pondicherry",Health,0.048913745
National,Low,"India, Pondicherry",Education   ,0.065009372
National,Low,"India, Pondicherry",Water Utility,0.001029609
National,Low,"India, Pondicherry",Transport,0.075503436
National,Low,"India, Pondicherry",Energy,0.040735159
National,Low,"India, Pondicherry",Housing,0.193232037
National,Low,"India, Pondicherry",Clothing and Footwear,0.044727042
National,Low,"India, Pondicherry",Food and Beverages,0.377773109
National,Low,"India, Pondicherry",All Sectors,1
National,Lowest,"India, Pondicherry",Others,0.107040111
National,Lowest,"India, Pondicherry",Financial Services,0.000633576
National,Lowest,"India, Pondicherry",ICT,0.023554103
National,Lowest,"India, Pondicherry",Personal Care,0.032313096
National,Lowest,"India, Pondicherry",Health,0.027102011
National,Lowest,"India, Pondicherry",Education   ,0.026090473
National,Lowest,"India, Pondicherry",Water Utility,0.000756439
National,Lowest,"India, Pondicherry",Transport,0.051644864
National,Lowest,"India, Pondicherry",Energy,0.058109417
National,Lowest,"India, Pondicherry",Housing,0.101048809
National,Lowest,"India, Pondicherry",Clothing and Footwear,0.060844584
National,Lowest,"India, Pondicherry",Food and Beverages,0.510862516
National,Lowest,"India, Pondicherry",All Sectors,1
National,All,"India, Pondicherry",Others,0.0948384
National,All,"India, Pondicherry",Financial Services,0.000509349
National,All,"India, Pondicherry",ICT,0.03858361
National,All,"India, Pondicherry",Personal Care,0.023847905
National,All,"India, Pondicherry",Health,0.040837814
National,All,"India, Pondicherry",Education   ,0.054012311
National,All,"India, Pondicherry",Water Utility,0.000931164
National,All,"India, Pondicherry",Transport,0.069568896
National,All,"India, Pondicherry",Energy,0.045966844
National,All,"India, Pondicherry",Housing,0.175272012
National,All,"India, Pondicherry",Clothing and Footwear,0.049024226
National,All,"India, Pondicherry",Food and Beverages,0.406607468
National,All,"India, Pondicherry",All Sectors,1
Rural,Higher,"India, Pondicherry",Others,0
Rural,Higher,"India, Pondicherry",Financial Services,0
Rural,Higher,"India, Pondicherry",ICT,0
Rural,Higher,"India, Pondicherry",Personal Care,0
Rural,Higher,"India, Pondicherry",Health,0
Rural,Higher,"India, Pondicherry",Education   ,0
Rural,Higher,"India, Pondicherry",Water Utility,0
Rural,Higher,"India, Pondicherry",Transport,0
Rural,Higher,"India, Pondicherry",Energy,0
Rural,Higher,"India, Pondicherry",Housing,0
Rural,Higher,"India, Pondicherry",Clothing and Footwear,0
Rural,Higher,"India, Pondicherry",Food and Beverages,0
Rural,Higher,"India, Pondicherry",All Sectors,0
Rural,Middle,"India, Pondicherry",Others,0
Rural,Middle,"India, Pondicherry",Financial Services,0
Rural,Middle,"India, Pondicherry",ICT,0
Rural,Middle,"India, Pondicherry",Personal Care,0
Rural,Middle,"India, Pondicherry",Health,0
Rural,Middle,"India, Pondicherry",Education   ,0
Rural,Middle,"India, Pondicherry",Water Utility,0
Rural,Middle,"India, Pondicherry",Transport,0
Rural,Middle,"India, Pondicherry",Energy,0
Rural,Middle,"India, Pondicherry",Housing,0
Rural,Middle,"India, Pondicherry",Clothing and Footwear,0
Rural,Middle,"India, Pondicherry",Food and Beverages,0
Rural,Middle,"India, Pondicherry",All Sectors,0
Rural,Low,"India, Pondicherry",Others,0.118996321
Rural,Low,"India, Pondicherry",Financial Services,0.000377949
Rural,Low,"India, Pondicherry",ICT,0.047463933
Rural,Low,"India, Pondicherry",Personal Care,0.024619178
Rural,Low,"India, Pondicherry",Health,0.096587681
Rural,Low,"India, Pondicherry",Education   ,0.035171774
Rural,Low,"India, Pondicherry",Water Utility,0.001170187
Rural,Low,"India, Pondicherry",Transport,0.096992391
Rural,Low,"India, Pondicherry",Energy,0.050517656
Rural,Low,"India, Pondicherry",Housing,0.028901331
Rural,Low,"India, Pondicherry",Clothing and Footwear,0.045729434
Rural,Low,"India, Pondicherry",Food and Beverages,0.453472164
Rural,Low,"India, Pondicherry",All Sectors,1
Rural,Lowest,"India, Pondicherry",Others,0.120771373
Rural,Lowest,"India, Pondicherry",Financial Services,0.000874924
Rural,Lowest,"India, Pondicherry",ICT,0.024402055
Rural,Lowest,"India, Pondicherry",Personal Care,0.037656459
Rural,Lowest,"India, Pondicherry",Health,0.024467196
Rural,Lowest,"India, Pondicherry",Education   ,0.03140043
Rural,Lowest,"India, Pondicherry",Water Utility,0.000450059
Rural,Lowest,"India, Pondicherry",Transport,0.061671686
Rural,Lowest,"India, Pondicherry",Energy,0.066348952
Rural,Lowest,"India, Pondicherry",Housing,0.014238616
Rural,Lowest,"India, Pondicherry",Clothing and Footwear,0.065476399
Rural,Lowest,"India, Pondicherry",Food and Beverages,0.55224185
Rural,Lowest,"India, Pondicherry",All Sectors,1
Rural,All,"India, Pondicherry",Others,0.120122414
Rural,All,"India, Pondicherry",Financial Services,0.00069323
Rural,All,"India, Pondicherry",ICT,0.032833479
Rural,All,"India, Pondicherry",Personal Care,0.032890028
Rural,All,"India, Pondicherry",Health,0.05083445
Rural,All,"India, Pondicherry",Education   ,0.032779234
Rural,All,"India, Pondicherry",Water Utility,0.000713338
Rural,All,"India, Pondicherry",Transport,0.074584938
Rural,All,"India, Pondicherry",Energy,0.060561029
Rural,All,"India, Pondicherry",Housing,0.019599306
Rural,All,"India, Pondicherry",Clothing and Footwear,0.058256908
Rural,All,"India, Pondicherry",Food and Beverages,0.516131646
Rural,All,"India, Pondicherry",All Sectors,1
Urban,Higher,"India, Pondicherry",Others,0
Urban,Higher,"India, Pondicherry",Financial Services,0
Urban,Higher,"India, Pondicherry",ICT,0
Urban,Higher,"India, Pondicherry",Personal Care,0
Urban,Higher,"India, Pondicherry",Health,0
Urban,Higher,"India, Pondicherry",Education   ,0
Urban,Higher,"India, Pondicherry",Water Utility,0
Urban,Higher,"India, Pondicherry",Transport,0
Urban,Higher,"India, Pondicherry",Energy,0
Urban,Higher,"India, Pondicherry",Housing,0
Urban,Higher,"India, Pondicherry",Clothing and Footwear,0
Urban,Higher,"India, Pondicherry",Food and Beverages,0
Urban,Higher,"India, Pondicherry",All Sectors,0
Urban,Middle,"India, Pondicherry",Others,0.087272916
Urban,Middle,"India, Pondicherry",Financial Services,0.000398944
Urban,Middle,"India, Pondicherry",ICT,0.065424679
Urban,Middle,"India, Pondicherry",Personal Care,0.015106777
Urban,Middle,"India, Pondicherry",Health,0.035632385
Urban,Middle,"India, Pondicherry",Education   ,0.077386477
Urban,Middle,"India, Pondicherry",Water Utility,0.00089179
Urban,Middle,"India, Pondicherry",Transport,0.09162141
Urban,Middle,"India, Pondicherry",Energy,0.038617094
Urban,Middle,"India, Pondicherry",Housing,0.30803608
Urban,Middle,"India, Pondicherry",Clothing and Footwear,0.036884266
Urban,Middle,"India, Pondicherry",Food and Beverages,0.242727182
Urban,Middle,"India, Pondicherry",All Sectors,1
Urban,Low,"India, Pondicherry",Others,0.084643178
Urban,Low,"India, Pondicherry",Financial Services,0.000475558
Urban,Low,"India, Pondicherry",ICT,0.041342011
Urban,Low,"India, Pondicherry",Personal Care,0.020128745
Urban,Low,"India, Pondicherry",Health,0.040856071
Urban,Low,"India, Pondicherry",Education   ,0.070052414
Urban,Low,"India, Pondicherry",Water Utility,0.00100585
Urban,Low,"India, Pondicherry",Transport,0.071871452
Urban,Low,"India, Pondicherry",Energy,0.039081757
Urban,Low,"India, Pondicherry",Housing,0.221006613
Urban,Low,"India, Pondicherry",Clothing and Footwear,0.044557621
Urban,Low,"India, Pondicherry",Food and Beverages,0.364978732
Urban,Low,"India, Pondicherry",All Sectors,1
Urban,Lowest,"India, Pondicherry",Others,0.094584916
Urban,Lowest,"India, Pondicherry",Financial Services,0.000414658
Urban,Lowest,"India, Pondicherry",ICT,0.022784952
Urban,Lowest,"India, Pondicherry",Personal Care,0.027466301
Urban,Lowest,"India, Pondicherry",Health,0.029491969
Urban,Lowest,"India, Pondicherry",Education   ,0.021273978
Urban,Lowest,"India, Pondicherry",Water Utility,0.001034346
Urban,Lowest,"India, Pondicherry",Transport,0.04254985
Urban,Lowest,"India, Pondicherry",Energy,0.050635596
Urban,Lowest,"India, Pondicherry",Housing,0.179791595
Urban,Lowest,"India, Pondicherry",Clothing and Footwear,0.056643211
Urban,Lowest,"India, Pondicherry",Food and Beverages,0.473328628
Urban,Lowest,"India, Pondicherry",All Sectors,1
Urban,All,"India, Pondicherry",Others,0.087097044
Urban,All,"India, Pondicherry",Financial Services,0.00045305
Urban,All,"India, Pondicherry",ICT,0.040344161
Urban,All,"India, Pondicherry",Personal Care,0.021079425
Urban,All,"India, Pondicherry",Health,0.037777086
Urban,All,"India, Pondicherry",Education   ,0.060513368
Urban,All,"India, Pondicherry",Water Utility,0.000997857
Urban,All,"India, Pondicherry",Transport,0.068033105
Urban,All,"India, Pondicherry",Energy,0.041498456
Urban,All,"India, Pondicherry",Housing,0.222935245
Urban,All,"India, Pondicherry",Clothing and Footwear,0.046197401
Urban,All,"India, Pondicherry",Food and Beverages,0.373073803
Urban,All,"India, Pondicherry",All Sectors,1
National,Higher,"India, Punjab",Others,0
National,Higher,"India, Punjab",Financial Services,0
National,Higher,"India, Punjab",ICT,0
National,Higher,"India, Punjab",Personal Care,0
National,Higher,"India, Punjab",Health,0
National,Higher,"India, Punjab",Education   ,0
National,Higher,"India, Punjab",Water Utility,0
National,Higher,"India, Punjab",Transport,0
National,Higher,"India, Punjab",Energy,0
National,Higher,"India, Punjab",Housing,0
